OVITRAP,GPS,LAT,LONG,AREA (3 areas for main text),AREA (4 areas for SI),INSIDE_OUTSIDE,DATE_SET_UP,DATE_COLLECTED,NUM_EGGS/TRAP,NUM_LARVAE,NUM_OX513A LARVAE,RECOVERED,EGG_POSITIVE,LARVAE_POSITIVE,OX513A_POSITIVE,ADULT_FEMALE_AEGYPTI,ADULT_MALE_AEGYPTI,ADULT_A_ALBOPICTUS
20,20,-9.446507,-40.483302,U,D,,9/27/10,10/4/10,0,0,,1,0,0,0,0,0,0
21,21,-9.445648,-40.483841,U,D,,9/27/10,10/4/10,,,,0,0,0,0,,,
1,1,-9.451444,-40.481688,U,C,,10/4/10,10/11/10,0,0,,1,0,0,0,0,0,0
2,2,-9.451419,-40.481484,U,C,,10/4/10,10/11/10,79,71,,1,1,1,0,33,28,0
3,3,-9.452153,-40.480554,B,B,,10/4/10,10/11/10,14,14,,1,1,1,0,7,7,0
4,4,-9.452082,-40.481252,B,B,,10/4/10,10/11/10,72,0,,1,1,0,0,0,0,0
5,5,-9.452949,-40.481102,B,B,,10/4/10,10/11/10,,,,0,0,0,0,,,
6,6,-9.452154,-40.480424,B,B,,10/4/10,10/11/10,,,,0,0,0,0,,,
7,7,-9.452393,-40.480006,A,A,,10/4/10,10/11/10,0,0,,1,0,0,0,0,0,0
8,8,-9.453092,-40.479716,A,A,,10/4/10,10/11/10,0,0,,1,0,0,0,0,0,0
9,9,-9.4536,-40.478975,A,A,,10/4/10,10/11/10,0,0,,1,0,0,0,0,0,0
10,10,-9.454207,-40.477621,A,A,,10/4/10,10/11/10,0,0,,1,0,0,0,0,0,0
11,11,-9.454263,-40.477542,A,A,,10/4/10,10/11/10,21,21,,1,1,1,0,11,10,0
12,12,-9.453011,-40.478862,A,A,,10/4/10,10/11/10,0,0,,1,0,0,0,0,0,0
13,13,-9.452627,-40.479453,A,A,,10/4/10,10/11/10,,,,0,0,0,0,,,
14,14,-9.451702,-40.479893,B,B,,10/4/10,10/11/10,,,,0,0,0,0,,,
15,15,-9.450559,-40.480695,U,C,,10/4/10,10/11/10,0,0,,1,0,0,0,0,0,0
16,16,-9.450012,-40.479963,U,C,,10/4/10,10/11/10,0,0,,1,0,0,0,0,0,0
17,17,-9.44824,-40.48074,U,D,,10/4/10,10/11/10,0,0,,1,0,0,0,0,0,0
18,18,-9.448047,-40.481087,U,D,,10/4/10,10/11/10,44,43,,1,1,1,0,26,17,0
19,19,-9.446134,-40.483012,U,D,,10/4/10,10/11/10,0,0,,1,0,0,0,0,0,0
20,20,-9.446507,-40.483302,U,D,,10/4/10,10/11/10,2,1,,1,1,1,0,0,0,0
21,21,-9.445648,-40.483841,U,D,,10/4/10,10/11/10,,,,0,0,0,0,,,
1,1,-9.451444,-40.481688,U,C,,10/11/10,10/18/10,0,0,,1,0,0,0,0,0,0
2,2,-9.451419,-40.481484,U,C,,10/11/10,10/18/10,53,53,,1,1,1,0,23,2,0
3,3,-9.452153,-40.480554,B,B,,10/11/10,10/18/10,60,60,,1,1,1,0,25,4,0
4,4,-9.452082,-40.481252,B,B,,10/11/10,10/18/10,126,0,,1,1,0,0,0,0,0
5,5,-9.452949,-40.481102,B,B,,10/11/10,10/18/10,,,,0,0,0,0,,,
6,6,-9.452154,-40.480424,B,B,,10/11/10,10/18/10,,,,0,0,0,0,,,
7,7,-9.452393,-40.480006,A,A,,10/11/10,10/18/10,0,0,,1,0,0,0,0,0,0
8,8,-9.453092,-40.479716,A,A,,10/11/10,10/18/10,0,0,,1,0,0,0,0,0,0
9,9,-9.4536,-40.478975,A,A,,10/11/10,10/18/10,,,,0,0,0,0,,,
10,10,-9.454207,-40.477621,A,A,,10/11/10,10/18/10,0,0,,1,0,0,0,0,0,0
11,11,-9.454263,-40.477542,A,A,,10/11/10,10/18/10,130,87,,1,1,1,0,48,37,0
12,12,-9.453011,-40.478862,A,A,,10/11/10,10/18/10,,,,0,0,0,0,,,
13,13,-9.452627,-40.479453,A,A,,10/11/10,10/18/10,,,,0,0,0,0,,,
14,14,-9.451702,-40.479893,B,B,,10/11/10,10/18/10,,,,0,0,0,0,,,
15,15,-9.450559,-40.480695,U,C,,10/11/10,10/18/10,0,0,,1,0,0,0,0,0,0
16,16,-9.450012,-40.479963,U,C,,10/11/10,10/18/10,0,0,,1,0,0,0,0,0,0
17,17,-9.44824,-40.48074,U,D,,10/11/10,10/18/10,0,0,,1,0,0,0,0,0,0
18,18,-9.448047,-40.481087,U,D,,10/11/10,10/18/10,36,35,,1,1,1,0,11,13,0
19,19,-9.446134,-40.483012,U,D,,10/11/10,10/18/10,0,0,,1,0,0,0,0,0,0
20,20,-9.446507,-40.483302,U,D,,10/11/10,10/18/10,54,43,,1,1,1,0,16,7,0
21,21,-9.445648,-40.483841,U,D,,10/11/10,10/18/10,,,,0,0,0,0,,,
1,1,-9.451444,-40.481688,U,C,,10/18/10,10/25/10,0,0,,1,0,0,0,0,0,0
2,2,-9.451419,-40.481484,U,C,,10/18/10,10/25/10,53,41,,1,1,1,0,20,21,0
3,3,-9.452153,-40.480554,B,B,,10/18/10,10/25/10,6,5,,1,1,1,0,4,0,0
4,4,-9.452082,-40.481252,B,B,,10/18/10,10/25/10,34,19,,1,1,1,0,6,13,0
5,5,-9.452949,-40.481102,B,B,,10/18/10,10/25/10,,,,0,0,0,0,,,
6,6,-9.452154,-40.480424,B,B,,10/18/10,10/25/10,,,,0,0,0,0,,,
7,7,-9.452393,-40.480006,A,A,,10/18/10,10/25/10,0,0,,1,0,0,0,0,0,0
8,8,-9.453092,-40.479716,A,A,,10/18/10,10/25/10,0,0,,1,0,0,0,0,0,0
9,9,-9.4536,-40.478975,A,A,,10/18/10,10/25/10,47,47,,1,1,1,0,21,22,0
10,10,-9.454207,-40.477621,A,A,,10/18/10,10/25/10,20,21,,1,1,1,0,10,10,0
11,11,-9.454263,-40.477542,A,A,,10/18/10,10/25/10,0,0,,1,0,0,0,0,0,0
12,12,-9.453011,-40.478862,A,A,,10/18/10,10/25/10,,,,0,0,0,0,,,
13,13,-9.452627,-40.479453,A,A,,10/18/10,10/25/10,,,,0,0,0,0,,,
14,14,-9.451702,-40.479893,B,B,,10/18/10,10/25/10,,,,0,0,0,0,,,
15,15,-9.450559,-40.480695,U,C,,10/18/10,10/25/10,,,,0,0,0,0,,,
16,16,-9.450012,-40.479963,U,C,,10/18/10,10/25/10,0,0,,1,0,0,0,0,0,0
17,17,-9.44824,-40.48074,U,D,,10/18/10,10/25/10,2,2,,1,1,1,0,1,1,0
18,18,-9.448047,-40.481087,U,D,,10/18/10,10/25/10,0,0,,1,0,0,0,0,0,0
19,19,-9.446134,-40.483012,U,D,,10/18/10,10/25/10,0,0,,1,0,0,0,0,0,0
20,20,-9.446507,-40.483302,U,D,,10/18/10,10/25/10,88,21,,1,1,1,0,9,11,0
21,21,-9.445648,-40.483841,U,D,,10/18/10,10/25/10,,,,0,0,0,0,,,
1,1,-9.451444,-40.481688,U,C,,10/25/10,11/1/10,0,0,,1,0,0,0,0,0,0
2,2,-9.451419,-40.481484,U,C,,10/25/10,11/1/10,117,100,,1,1,1,0,44,56,0
3,3,-9.452153,-40.480554,B,B,,10/25/10,11/1/10,0,0,,1,0,0,0,0,0,0
4,4,-9.452082,-40.481252,B,B,,10/25/10,11/1/10,0,0,,1,0,0,0,0,0,0
5,5,-9.452949,-40.481102,B,B,,10/25/10,11/1/10,,,,0,0,0,0,,,
6,6,-9.452154,-40.480424,B,B,,10/25/10,11/1/10,,,,0,0,0,0,,,
7,7,-9.452393,-40.480006,A,A,,10/25/10,11/1/10,33,0,,1,1,0,0,0,0,0
8,8,-9.453092,-40.479716,A,A,,10/25/10,11/1/10,0,0,,1,0,0,0,0,0,0
9,9,-9.4536,-40.478975,A,A,,10/25/10,11/1/10,52,38,,1,1,1,0,20,18,0
10,10,-9.454207,-40.477621,A,A,,10/25/10,11/1/10,0,0,,1,0,0,0,0,0,0
11,11,-9.454263,-40.477542,A,A,,10/25/10,11/1/10,0,0,,1,0,0,0,0,0,0
12,12,-9.453011,-40.478862,A,A,,10/25/10,11/1/10,,,,0,0,0,0,,,
13,13,-9.452627,-40.479453,A,A,,10/25/10,11/1/10,,,,0,0,0,0,,,
14,14,-9.451702,-40.479893,B,B,,10/25/10,11/1/10,,,,0,0,0,0,,,
15,15,-9.450559,-40.480695,U,C,,10/25/10,11/1/10,0,0,,1,0,0,0,0,0,0
16,16,-9.450012,-40.479963,U,C,,10/25/10,11/1/10,0,0,,1,0,0,0,0,0,0
17,17,-9.44824,-40.48074,U,D,,10/25/10,11/1/10,21,2,,1,1,1,0,2,0,0
18,18,-9.448047,-40.481087,U,D,,10/25/10,11/1/10,10,2,,1,1,1,0,1,1,0
19,19,-9.446134,-40.483012,U,D,,10/25/10,11/1/10,0,0,,1,0,0,0,0,0,0
20,20,-9.446507,-40.483302,U,D,,10/25/10,11/1/10,64,56,,1,1,1,0,23,33,0
21,21,-9.445648,-40.483841,U,D,,10/25/10,11/1/10,,,,0,0,0,0,,,
1,1,-9.451444,-40.481688,U,C,,11/1/10,11/8/10,0,0,,1,0,0,0,0,0,0
2,2,-9.451419,-40.481484,U,C,,11/1/10,11/8/10,129,129,,1,1,1,0,68,61,0
3,3,-9.452153,-40.480554,B,B,,11/1/10,11/8/10,0,0,,1,0,0,0,0,0,0
4,4,-9.452082,-40.481252,B,B,,11/1/10,11/8/10,0,0,,1,0,0,0,0,0,0
5,5,-9.452949,-40.481102,B,B,,11/1/10,11/8/10,,,,0,0,0,0,,,
6,6,-9.452154,-40.480424,B,B,,11/1/10,11/8/10,,,,0,0,0,0,,,
7,7,-9.452393,-40.480006,A,A,,11/1/10,11/8/10,0,0,,1,0,0,0,0,0,0
8,8,-9.453092,-40.479716,A,A,,11/1/10,11/8/10,,,,0,0,0,0,,,
9,9,-9.4536,-40.478975,A,A,,11/1/10,11/8/10,3,0,,1,1,0,0,0,0,0
10,10,-9.454207,-40.477621,A,A,,11/1/10,11/8/10,95,32,,1,1,1,0,15,8,0
11,11,-9.454263,-40.477542,A,A,,11/1/10,11/8/10,0,0,,1,0,0,0,0,0,0
12,12,-9.453011,-40.478862,A,A,,11/1/10,11/8/10,,,,0,0,0,0,,,
13,13,-9.452627,-40.479453,A,A,,11/1/10,11/8/10,,,,0,0,0,0,,,
14,14,-9.451702,-40.479893,B,B,,11/1/10,11/8/10,,,,0,0,0,0,,,
15,15,-9.450559,-40.480695,U,C,,11/1/10,11/8/10,0,0,,1,0,0,0,0,0,0
16,16,-9.450012,-40.479963,U,C,,11/1/10,11/8/10,5,4,,1,1,1,0,2,0,0
17,17,-9.44824,-40.48074,U,D,,11/1/10,11/8/10,4,1,,1,1,1,0,0,1,0
18,18,-9.448047,-40.481087,U,D,,11/1/10,11/8/10,2,2,,1,1,1,0,1,1,0
19,19,-9.446134,-40.483012,U,D,,11/1/10,11/8/10,0,0,,1,0,0,0,0,0,0
20,20,-9.446507,-40.483302,U,D,,11/1/10,11/8/10,0,0,,1,0,0,0,0,0,0
21,21,-9.445648,-40.483841,U,D,,11/1/10,11/8/10,0,0,,1,0,0,0,0,0,0
1,1,-9.451444,-40.481688,U,C,,11/8/10,11/15/10,0,0,,1,0,0,0,0,0,0
2,2,-9.451419,-40.481484,U,C,,11/8/10,11/15/10,63,7,,1,1,1,0,6,1,0
3,3,-9.452153,-40.480554,B,B,,11/8/10,11/15/10,22,27,,1,1,1,0,18,7,0
4,4,-9.452082,-40.481252,B,B,,11/8/10,11/15/10,34,11,,1,1,1,0,4,7,0
5,5,-9.452949,-40.481102,B,B,,11/8/10,11/15/10,,,,0,0,0,0,,,
6,6,-9.452154,-40.480424,B,B,,11/8/10,11/15/10,,,,0,0,0,0,,,
7,7,-9.452393,-40.480006,A,A,,11/8/10,11/15/10,0,0,,1,0,0,0,0,0,0
8,8,-9.453092,-40.479716,A,A,,11/8/10,11/15/10,,,,0,0,0,0,,,
9,9,-9.4536,-40.478975,A,A,,11/8/10,11/15/10,,,,0,0,0,0,,,
10,10,-9.454207,-40.477621,A,A,,11/8/10,11/15/10,50,22,,1,1,1,0,8,10,0
11,11,-9.454263,-40.477542,A,A,,11/8/10,11/15/10,0,0,,1,0,0,0,0,0,0
12,12,-9.453011,-40.478862,A,A,,11/8/10,11/15/10,,,,0,0,0,0,,,
13,13,-9.452627,-40.479453,A,A,,11/8/10,11/15/10,,,,0,0,0,0,,,
14,14,-9.451702,-40.479893,B,B,,11/8/10,11/15/10,,,,0,0,0,0,,,
15,15,-9.450559,-40.480695,U,C,,11/8/10,11/15/10,4,3,,1,1,1,0,1,0,0
16,16,-9.450012,-40.479963,U,C,,11/8/10,11/15/10,12,11,,1,1,1,0,3,5,0
17,17,-9.44824,-40.48074,U,D,,11/8/10,11/15/10,0,0,,1,0,0,0,0,0,0
18,18,-9.448047,-40.481087,U,D,,11/8/10,11/15/10,17,17,,1,1,1,0,11,6,0
19,19,-9.446134,-40.483012,U,D,,11/8/10,11/15/10,0,0,,1,0,0,0,0,0,0
20,20,-9.446507,-40.483302,U,D,,11/8/10,11/15/10,33,27,,1,1,1,0,9,18,0
21,21,-9.445648,-40.483841,U,D,,11/8/10,11/15/10,,,,0,0,0,0,,,
1,1,-9.451444,-40.481688,U,C,,11/15/10,11/22/10,0,0,,1,0,0,0,0,0,0
2,2,-9.451419,-40.481484,U,C,,11/15/10,11/22/10,28,21,,1,1,1,0,15,6,0
3,3,-9.452153,-40.480554,B,B,,11/15/10,11/22/10,1,1,,1,1,1,0,1,0,0
4,4,-9.452082,-40.481252,B,B,,11/15/10,11/22/10,39,0,,1,1,0,0,0,0,0
5,5,-9.452949,-40.481102,B,B,,11/15/10,11/22/10,0,0,,1,0,0,0,0,0,0
6,6,-9.452154,-40.480424,B,B,,11/15/10,11/22/10,0,0,,1,0,0,0,0,0,0
7,7,-9.452393,-40.480006,A,A,,11/15/10,11/22/10,0,0,,1,0,0,0,0,0,0
8,8,-9.453092,-40.479716,A,A,,11/15/10,11/22/10,0,0,,1,0,0,0,0,0,0
9,9,-9.4536,-40.478975,A,A,,11/15/10,11/22/10,,,,0,0,0,0,,,
10,10,-9.454207,-40.477621,A,A,,11/15/10,11/22/10,45,11,,1,1,1,0,3,8,0
11,11,-9.454263,-40.477542,A,A,,11/15/10,11/22/10,27,27,,1,1,1,0,14,13,0
12,12,-9.453011,-40.478862,A,A,,11/15/10,11/22/10,,,,0,0,0,0,,,
13,13,-9.452627,-40.479453,A,A,,11/15/10,11/22/10,,,,0,0,0,0,,,
14,14,-9.451702,-40.479893,B,B,,11/15/10,11/22/10,,,,0,0,0,0,,,
15,15,-9.450559,-40.480695,U,C,,11/15/10,11/22/10,0,0,,1,0,0,0,0,0,0
16,16,-9.450012,-40.479963,U,C,,11/15/10,11/22/10,0,0,,1,0,0,0,0,0,0
17,17,-9.44824,-40.48074,U,D,,11/15/10,11/22/10,0,0,,1,0,0,0,0,0,0
18,18,-9.448047,-40.481087,U,D,,11/15/10,11/22/10,0,0,,1,0,0,0,0,0,0
19,19,-9.446134,-40.483012,U,D,,11/15/10,11/22/10,0,0,,1,0,0,0,0,0,0
20,20,-9.446507,-40.483302,U,D,,11/15/10,11/22/10,4,4,,1,1,1,0,3,1,0
21,21,-9.445648,-40.483841,U,D,,11/15/10,11/22/10,,,,0,0,0,0,,,
1,1,-9.451444,-40.481688,U,C,,11/22/10,11/29/10,0,0,,1,0,0,0,0,0,0
2,2,-9.451419,-40.481484,U,C,,11/22/10,11/29/10,20,1,,1,1,1,0,0,1,0
3,3,-9.452153,-40.480554,B,B,,11/22/10,11/29/10,0,0,,1,0,0,0,0,0,0
4,4,-9.452082,-40.481252,B,B,,11/22/10,11/29/10,19,0,,1,1,0,0,0,0,0
5,5,-9.452949,-40.481102,B,B,,11/22/10,11/29/10,,,,0,0,0,0,,,
6,6,-9.452154,-40.480424,B,B,,11/22/10,11/29/10,0,0,,1,0,0,0,0,0,0
7,7,-9.452393,-40.480006,A,A,,11/22/10,11/29/10,0,0,,1,0,0,0,0,0,0
8,8,-9.453092,-40.479716,A,A,,11/22/10,11/29/10,0,0,,1,0,0,0,0,0,0
9,9,-9.4536,-40.478975,A,A,,11/22/10,11/29/10,0,0,,1,0,0,0,0,0,0
10,10,-9.454207,-40.477621,A,A,,11/22/10,11/29/10,26,1,,1,1,1,0,0,1,0
11,11,-9.454263,-40.477542,A,A,,11/22/10,11/29/10,0,0,,1,0,0,0,0,0,0
12,12,-9.453011,-40.478862,A,A,,11/22/10,11/29/10,0,0,,1,0,0,0,0,0,0
13,13,-9.452627,-40.479453,A,A,,11/22/10,11/29/10,,,,0,0,0,0,,,
14,14,-9.451702,-40.479893,B,B,,11/22/10,11/29/10,,,,0,0,0,0,,,
15,15,-9.450559,-40.480695,U,C,,11/22/10,11/29/10,0,0,,1,0,0,0,0,0,0
16,16,-9.450012,-40.479963,U,C,,11/22/10,11/29/10,0,0,,1,0,0,0,0,0,0
17,17,-9.44824,-40.48074,U,D,,11/22/10,11/29/10,10,5,,1,1,1,0,4,1,0
18,18,-9.448047,-40.481087,U,D,,11/22/10,11/29/10,23,16,,1,1,1,0,10,5,0
19,19,-9.446134,-40.483012,U,D,,11/22/10,11/29/10,0,0,,1,0,0,0,0,0,0
20,20,-9.446507,-40.483302,U,D,,11/22/10,11/29/10,34,19,,1,1,1,0,12,6,0
21,21,-9.445648,-40.483841,U,D,,11/22/10,11/29/10,,,,0,0,0,0,,,
1,1,-9.451444,-40.481688,U,C,,11/29/10,12/6/10,0,0,,1,0,0,0,0,0,0
2,2,-9.451419,-40.481484,U,C,,11/29/10,12/6/10,0,0,,1,0,0,0,0,0,0
3,3,-9.452153,-40.480554,B,B,,11/29/10,12/6/10,9,9,,1,1,1,0,8,1,0
4,4,-9.452082,-40.481252,B,B,,11/29/10,12/6/10,0,0,,1,0,0,0,0,0,0
5,5,-9.452949,-40.481102,B,B,,11/29/10,12/6/10,0,0,,1,0,0,0,0,0,0
6,6,-9.452154,-40.480424,B,B,,11/29/10,12/6/10,,,,0,0,0,0,,,
7,7,-9.452393,-40.480006,A,A,,11/29/10,12/6/10,0,0,,1,0,0,0,0,0,0
8,8,-9.453092,-40.479716,A,A,,11/29/10,12/6/10,0,0,,1,0,0,0,0,0,0
9,9,-9.4536,-40.478975,A,A,,11/29/10,12/6/10,,,,0,0,0,0,,,
10,10,-9.454207,-40.477621,A,A,,11/29/10,12/6/10,23,20,,1,1,1,0,9,11,0
11,11,-9.454263,-40.477542,A,A,,11/29/10,12/6/10,0,0,,1,0,0,0,0,0,0
12,12,-9.453011,-40.478862,A,A,,11/29/10,12/6/10,0,0,,1,0,0,0,0,0,0
13,13,-9.452627,-40.479453,A,A,,11/29/10,12/6/10,,,,0,0,0,0,,,
14,14,-9.451702,-40.479893,B,B,,11/29/10,12/6/10,,,,0,0,0,0,,,
15,15,-9.450559,-40.480695,U,C,,11/29/10,12/6/10,17,15,,1,1,1,0,7,7,0
16,16,-9.450012,-40.479963,U,C,,11/29/10,12/6/10,0,0,,1,0,0,0,0,0,0
17,17,-9.44824,-40.48074,U,D,,11/29/10,12/6/10,0,0,,1,0,0,0,0,0,0
18,18,-9.448047,-40.481087,U,D,,11/29/10,12/6/10,27,27,,1,1,1,0,10,17,0
19,19,-9.446134,-40.483012,U,D,,11/29/10,12/6/10,0,0,,1,0,0,0,0,0,0
20,20,-9.446507,-40.483302,U,D,,11/29/10,12/6/10,0,0,,1,0,0,0,0,0,0
21,21,-9.445648,-40.483841,U,D,,11/29/10,12/6/10,0,0,,1,0,0,0,0,0,0
1,1,-9.451444,-40.481688,U,C,,12/6/10,12/20/10,0,0,,1,0,0,0,0,0,0
2,2,-9.451419,-40.481484,U,C,,12/6/10,12/20/10,24,13,,1,1,1,0,4,9,0
3,3,-9.452153,-40.480554,B,B,,12/6/10,12/20/10,89,39,,1,1,1,0,21,18,0
4,4,-9.452082,-40.481252,B,B,,12/6/10,12/20/10,221,118,,1,1,1,0,58,58,0
5,5,-9.452949,-40.481102,B,B,,12/6/10,12/20/10,0,0,,1,0,0,0,0,0,0
6,6,-9.452154,-40.480424,B,B,,12/6/10,12/20/10,,,,0,0,0,0,,,
7,7,-9.452393,-40.480006,A,A,,12/6/10,12/20/10,0,0,,1,0,0,0,0,0,0
8,8,-9.453092,-40.479716,A,A,,12/6/10,12/20/10,0,0,,1,0,0,0,0,0,0
9,9,-9.4536,-40.478975,A,A,,12/6/10,12/20/10,,,,0,0,0,0,,,
10,10,-9.454207,-40.477621,A,A,,12/6/10,12/20/10,206,2,,1,1,1,0,1,1,0
11,11,-9.454263,-40.477542,A,A,,12/6/10,12/20/10,0,0,,1,0,0,0,0,0,0
12,12,-9.453011,-40.478862,A,A,,12/6/10,12/20/10,64,36,,1,1,1,0,12,24,0
13,13,-9.452627,-40.479453,A,A,,12/6/10,12/20/10,,,,0,0,0,0,,,
14,14,-9.451702,-40.479893,B,B,,12/6/10,12/20/10,,,,0,0,0,0,,,
15,15,-9.450559,-40.480695,U,C,,12/6/10,12/20/10,3,0,,1,1,0,0,0,0,0
16,16,-9.450012,-40.479963,U,C,,12/6/10,12/20/10,24,8,,1,1,1,0,3,5,0
17,17,-9.44824,-40.48074,U,D,,12/6/10,12/20/10,0,0,,1,0,0,0,0,0,0
18,18,-9.448047,-40.481087,U,D,,12/6/10,12/20/10,,,,0,0,0,0,,,
19,19,-9.446134,-40.483012,U,D,,12/6/10,12/20/10,0,0,,1,0,0,0,0,0,0
20,20,-9.446507,-40.483302,U,D,,12/6/10,12/20/10,57,7,,1,1,1,0,3,2,0
21,21,-9.445648,-40.483841,U,D,,12/6/10,12/20/10,,,,0,0,0,0,,,
1,1,-9.451444,-40.481688,U,C,,1/3/11,1/10/11,0,0,,1,0,0,0,0,0,0
2,2,-9.451419,-40.481484,U,C,,1/3/11,1/10/11,298,102,,1,1,1,0,49,27,0
3,3,-9.452153,-40.480554,B,B,,1/3/11,1/10/11,48,48,,1,1,1,0,35,13,0
4,4,-9.452082,-40.481252,B,B,,1/3/11,1/10/11,,,,0,0,0,0,,,
5,5,-9.452949,-40.481102,B,B,,1/3/11,1/10/11,31,20,,1,1,1,0,12,7,0
6,6,-9.452154,-40.480424,B,B,,1/3/11,1/10/11,,,,0,0,0,0,,,
7,7,-9.452393,-40.480006,A,A,,1/3/11,1/10/11,,,,0,0,0,0,,,
8,8,-9.453092,-40.479716,A,A,,1/3/11,1/10/11,,,,0,0,0,0,,,
9,9,-9.4536,-40.478975,A,A,,1/3/11,1/10/11,,,,0,0,0,0,,,
10,10,-9.454207,-40.477621,A,A,,1/3/11,1/10/11,206,179,,1,1,1,0,75,98,0
11,11,-9.454263,-40.477542,A,A,,1/3/11,1/10/11,579,527,,1,1,1,0,219,261,0
12,12,-9.453011,-40.478862,A,A,,1/3/11,1/10/11,51,43,,1,1,1,0,27,15,0
13,13,-9.452627,-40.479453,A,A,,1/3/11,1/10/11,,,,0,0,0,0,,,
14,14,-9.451702,-40.479893,B,B,,1/3/11,1/10/11,,,,0,0,0,0,,,
15,15,-9.450559,-40.480695,U,C,,1/3/11,1/10/11,99,89,,1,1,1,0,48,41,0
16,16,-9.450012,-40.479963,U,C,,1/3/11,1/10/11,0,0,,1,0,0,0,0,0,0
17,17,-9.44824,-40.48074,U,D,,1/3/11,1/10/11,84,107,,1,1,1,0,64,43,0
18,18,-9.448047,-40.481087,U,D,,1/3/11,1/10/11,472,154,,1,1,1,0,69,73,0
19,19,-9.446134,-40.483012,U,D,,1/3/11,1/10/11,0,0,,1,0,0,0,0,0,0
20,20,-9.446507,-40.483302,U,D,,1/3/11,1/10/11,128,75,,1,1,1,0,64,9,0
21,21,-9.445648,-40.483841,U,D,,1/3/11,1/10/11,,,,0,0,0,0,,,
1,1,-9.451444,-40.481688,U,C,,1/10/11,1/17/11,0,0,,1,0,0,0,0,0,0
2,2,-9.451419,-40.481484,U,C,,1/10/11,1/17/11,53,49,,1,1,1,0,23,14,0
3,3,-9.452153,-40.480554,B,B,,1/10/11,1/17/11,23,23,,1,1,1,0,11,12,0
4,4,-9.452082,-40.481252,B,B,,1/10/11,1/17/11,,,,0,0,0,0,,,
5,5,-9.452949,-40.481102,B,B,,1/10/11,1/17/11,92,10,,1,1,1,0,8,2,0
6,6,-9.452154,-40.480424,B,B,,1/10/11,1/17/11,,,,0,0,0,0,,,
7,7,-9.452393,-40.480006,A,A,,1/10/11,1/17/11,,,,0,0,0,0,,,
8,8,-9.453092,-40.479716,A,A,,1/10/11,1/17/11,,,,0,0,0,0,,,
9,9,-9.4536,-40.478975,A,A,,1/10/11,1/17/11,,,,0,0,0,0,,,
10,10,-9.454207,-40.477621,A,A,,1/10/11,1/17/11,9,3,,1,1,1,0,2,1,0
11,11,-9.454263,-40.477542,A,A,,1/10/11,1/17/11,68,51,,1,1,1,0,27,24,0
12,12,-9.453011,-40.478862,A,A,,1/10/11,1/17/11,22,21,,1,1,1,0,7,13,0
13,13,-9.452627,-40.479453,A,A,,1/10/11,1/17/11,,,,0,0,0,0,,,
14,14,-9.451702,-40.479893,B,B,,1/10/11,1/17/11,,,,0,0,0,0,,,
15,15,-9.450559,-40.480695,U,C,,1/10/11,1/17/11,19,19,,1,1,1,0,10,9,0
16,16,-9.450012,-40.479963,U,C,,1/10/11,1/17/11,8,0,,1,1,0,0,0,0,0
17,17,-9.44824,-40.48074,U,D,,1/10/11,1/17/11,0,0,,1,0,0,0,0,0,0
18,18,-9.448047,-40.481087,U,D,,1/10/11,1/17/11,194,93,,1,1,1,0,53,31,0
19,19,-9.446134,-40.483012,U,D,,1/10/11,1/17/11,0,0,,1,0,0,0,0,0,0
20,20,-9.446507,-40.483302,U,D,,1/10/11,1/17/11,17,17,,1,1,1,0,9,8,0
21,21,-9.445648,-40.483841,U,D,,1/10/11,1/17/11,,,,0,0,0,0,,,
1,1,-9.451444,-40.481688,U,C,,1/17/11,1/24/11,0,0,,1,0,0,0,0,0,0
2,2,-9.451419,-40.481484,U,C,,1/17/11,1/24/11,25,25,,1,1,1,0,9,16,0
3,3,-9.452153,-40.480554,B,B,,1/17/11,1/24/11,26,28,,1,1,1,0,15,13,0
4,4,-9.452082,-40.481252,B,B,,1/17/11,1/24/11,,,,0,0,0,0,,,
5,5,-9.452949,-40.481102,B,B,,1/17/11,1/24/11,283,303,,1,1,1,0,138,163,
6,6,-9.452154,-40.480424,B,B,,1/17/11,1/24/11,,,,0,0,0,0,,,
7,7,-9.452393,-40.480006,A,A,,1/17/11,1/24/11,,,,0,0,0,0,,,
8,8,-9.453092,-40.479716,A,A,,1/17/11,1/24/11,,,,0,0,0,0,,,
9,9,-9.4536,-40.478975,A,A,,1/17/11,1/24/11,14,11,,1,1,1,0,4,6,0
10,10,-9.454207,-40.477621,A,A,,1/17/11,1/24/11,2,20,,1,1,1,0,8,10,0
11,11,-9.454263,-40.477542,A,A,,1/17/11,1/24/11,196,100,,1,1,1,0,53,45,0
12,12,-9.453011,-40.478862,A,A,,1/17/11,1/24/11,5,5,,1,1,1,0,2,3,0
13,13,-9.452627,-40.479453,A,A,,1/17/11,1/24/11,,,,0,0,0,0,,,
14,14,-9.451702,-40.479893,B,B,,1/17/11,1/24/11,,,,0,0,0,0,,,
15,15,-9.450559,-40.480695,U,C,,1/17/11,1/24/11,2,1,,1,1,1,0,0,1,0
16,16,-9.450012,-40.479963,U,C,,1/17/11,1/24/11,0,0,,1,0,0,0,0,0,0
17,17,-9.44824,-40.48074,U,D,,1/17/11,1/24/11,0,0,,1,0,0,0,0,0,0
18,18,-9.448047,-40.481087,U,D,,1/17/11,1/24/11,3,12,,1,1,1,0,7,5,0
